Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200
2015-10-16,27.94499969482422,28.0,27.63249969482422,0.03246041268935965,25.098676681518555,156930400,0.027891074265366717,0.03564965291868677
2015-10-19,27.700000762939453,27.9375,27.52750015258789,0.033542430034849,25.254640579223636,119036800,0.027763658118385215,0.035671777595388254
2015-10-20,27.834999084472656,28.542499542236328,27.70499992370605,0.0367414159917378,25.715749740600582,195871200,0.02756362434508572,0.03574110150736501
2015-10-21,28.5,28.895000457763672,28.424999237060547,0.036725743250444226,25.71348571777344,167180800,0.027572701644560466,0.03581024107809938
2015-10-22,28.582500457763672,28.875,28.524999618530277,0.03945429572610806,26.106788635253903,166616400,0.027581442681260088,0.035881685301191624
2015-10-23,29.174999237060547,29.8075008392334,29.082500457763672,0.04506822380176867,26.91598129272461,237467600,0.027713565737613216,0.035947967125508684
2015-10-26,29.520000457763672,29.53249931335449,28.729999542236328,0.03910930399485493,26.057058334350582,265335200,0.027690704742278804,0.035978111947402636
2015-10-27,28.850000381469727,29.13500022888184,28.497499465942383,0.037964571756341936,25.892051696777344,279537600,0.02760295888198741,0.036026970605521236
2015-10-28,29.232500076293945,29.825000762939453,29.01499938964844,0.0453661614173671,26.958932876586918,342205600,0.027696083664213944,0.03611039897867463
2015-10-29,29.674999237060547,30.17250061035156,29.5674991607666,0.047342015537501086,27.24373435974121,204909200,0.0278816609596102,0.03620931461848584
2015-10-30,30.247499465942383,30.30500030517578,29.862499237060547,0.045726837853838465,27.01091957092285,197461200,0.028111951713843314,0.03632620658888741
2015-11-02,30.200000762939453,30.34000015258789,29.90250015258789,0.04836130602604222,27.390647888183597,128813200,0.02863035810794906,0.0364662372886545
2015-11-03,30.19750022888184,30.872499465942383,30.174999237060547,0.05054101345831452,27.7048397064209,182076000,0.029284249416679092,0.036593915015210865
2015-11-04,30.78249931335449,30.95499992370605,30.405000686645508,0.04964717668366997,27.57599830627441,179544400,0.02989813417594392,0.036708686674497004
2015-11-05,30.462499618530277,30.67250061035156,30.045000076293945,0.04795358743784084,27.448884963989254,158210800,0.030275676476996916,0.03678722919590502
2015-11-06,30.27750015258789,30.45249938964844,30.155000686645508,0.048173125455197446,27.480655670166016,132169200,0.03054933589545969,0.03686171550665693
2015-11-09,30.239999771118164,30.45249938964844,30.012500762939453,0.047404742394449334,27.369422912597656,135485600,0.03079408287110269,0.03693057853036155
2015-11-10,29.225000381469727,29.51749992370605,29.01499938964844,0.041445822587535625,26.50682640075684,236511600,0.030928895260176725,0.03700091649500234
2015-11-11,29.092500686645508,29.354999542236328,28.802499771118164,0.04041085935770092,26.35700416564941,180872000,0.031210959452564024,0.03700829141068032
2015-11-12,29.065000534057617,29.20499992370605,28.912500381469727,0.039799287457361165,26.26847648620605,130102400,0.031324592160179215,0.03697897622987564
2015-11-13,28.799999237060547,28.89249992370605,28.0674991607666,0.03449898170251722,25.50121307373047,183249600,0.031390821563250015,0.03693454246489791
2015-11-16,27.84499931335449,28.559999465942383,27.75,0.03738435730251402,25.918895721435547,152426800,0.03155589144624432,0.036893519681061776
2015-11-17,28.729999542236328,28.762500762939453,28.32999992370605,0.03661597424176591,25.807662963867188,110467600,0.03160228596246337,0.03684779538672267
2015-11-18,28.940000534057617,29.372499465942383,28.875,0.04226125976393838,26.62486267089844,186698800,0.031842326285228095,0.03682686917425995
2015-11-19,29.40999984741211,29.9375,29.190000534057617,0.044597778356619044,26.963090896606445,173183200,0.03205110083873389,0.036816175553560176
2015-11-20,29.799999237060547,29.979999542236328,29.712499618530277,0.0454132155330218,27.081138610839844,137148400,0.03222222216921358,0.03681958646436939
2015-11-23,29.8174991607666,29.9325008392334,29.334999084472656,0.042982600672956395,26.729284286499023,129930000,0.03230425284479471,0.03680142579253662
2015-11-24,29.332500457763672,29.837499618530277,29.280000686645508,0.04475458951702735,26.985795974731445,171212800,0.03239166244231104,0.03677247936454908
2015-11-25,29.802499771118164,29.8075008392334,29.479999542236328,0.04342167670766958,26.792844772338867,85553200,0.032446125213186156,0.03670933190401149
2015-11-27,29.57250022888184,29.602500915527344,29.399999618530277,0.04307668497641651,26.742900848388672,52185600,0.03257690347493217,0.03662959091836465
2015-11-30,29.497499465942383,29.852500915527344,29.4375,0.04384508000108919,26.854137420654297,156721200,0.03273995629426246,0.036548651538811455
